   0.04602500   1.19481500   2.20916000 -167.82825207 
   0.04602500   1.19481500   2.25916000 -167.86980872 
   0.04602500   1.19481500   2.30916000 -167.89436171 
   0.04602500   1.19481500   2.35916000 -167.90690368 
   0.04602500   1.19481500   2.40916000 -167.91107697 
   0.04602500   1.19481500   2.45916000 -167.90949214 
   0.04602500   1.19481500   2.50916000 -167.90400677 
   0.04602500   1.19481500   2.55916000 -167.89591196 
   0.04602500   1.19481500   2.60916000 -167.88610030 
   0.04602500   1.24481500   2.20916000 -167.77309068 
   0.04602500   1.24481500   2.25916000 -167.83716285 
   0.04602500   1.24481500   2.30916000 -167.87750630 
   0.04602500   1.24481500   2.35916000 -167.90091021 
   0.04602500   1.24481500   2.40916000 -167.91236862 
   0.04602500   1.24481500   2.45916000 -167.91555832 
   0.04602500   1.24481500   2.50916000 -167.91310339 
   0.04602500   1.24481500   2.55916000 -167.90687971 
   0.04602500   1.24481500   2.60916000 -167.89818200 
   0.04602500   1.29481500   2.20916000 -167.67931146 
   0.04602500   1.29481500   2.25916000 -167.77500739 
   0.04602500   1.29481500   2.30916000 -167.83783537 
   0.04602500   1.29481500   2.35916000 -167.87702213 
   0.04602500   1.29481500   2.40916000 -167.89933428 
   0.04602500   1.29481500   2.45916000 -167.90975918 
   0.04602500   1.29481500   2.50916000 -167.91199003 
   0.04602500   1.29481500   2.55916000 -167.90866622 
   0.04602500   1.29481500   2.60916000 -167.90168481 
   0.04602500   1.34481500   2.20916000 -167.53718801 
   0.04602500   1.34481500   2.25916000 -167.67672896 
   0.04602500   1.34481500   2.30916000 -167.77107562 
   0.04602500   1.34481500   2.35916000 -167.83270987 
   0.04602500   1.34481500   2.40916000 -167.87078887 
   0.04602500   1.34481500   2.45916000 -167.89205717 
   0.04602500   1.34481500   2.50916000 -167.90149880 
   0.04602500   1.34481500   2.55916000 -167.90278318 
   0.04602500   1.34481500   2.60916000 -167.89859603 
   0.04602500   1.39481500   2.20916000 -167.33176874 
   0.04602500   1.39481500   2.25916000 -167.53205383 
   0.04602500   1.39481500   2.30916000 -167.67014347 
   0.04602500   1.39481500   2.35916000 -167.76319882 
   0.04602500   1.39481500   2.40916000 -167.82366401 
   0.04602500   1.39481500   2.45916000 -167.86064467 
   0.04602500   1.39481500   2.50916000 -167.88090407 
   0.04602500   1.39481500   2.55916000 -167.88938857 
   0.04602500   1.39481500   2.60916000 -167.88977171 
   0.09602500   0.99481500   2.20916000 -167.61532158 
   0.09602500   0.99481500   2.25916000 -167.61799847 
   0.09602500   0.99481500   2.30916000 -167.61587610 
   0.09602500   0.99481500   2.35916000 -167.61031465 
   0.09602500   0.99481500   2.40916000 -167.60230310 
   0.09602500   0.99481500   2.45916000 -167.59257917 
   0.09602500   0.99481500   2.50916000 -167.58169453 
   0.09602500   0.99481500   2.55916000 -167.57006485 
   0.09602500   0.99481500   2.60916000 -167.55801216 
   0.09602500   1.04481500   2.20916000 -167.72437828 
   0.09602500   1.04481500   2.25916000 -167.73267465 
   0.09602500   1.04481500   2.30916000 -167.73451267 
   0.09602500   1.04481500   2.35916000 -167.73175263 
   0.09602500   1.04481500   2.40916000 -167.72572697 
